             レースID  馬番           pred_score
15033 202507050111   3  31.5937669999999997
15047 202507050112  10  36.3292599999999979         

レースID  馬番          pred_score
4 202207040111   5 44.0102272033691406         レースID  馬番          pred_score
9 202207040112  10 32.4342460632324219         レースID  馬番        pred_score
0 202207040201   1 71.92266845703125          レースID  馬番          pred_score
12 202207040202  13 39.5712852478027344          レースID  馬番         pred_score
12 202207040203  13 42.735748291015625          レースID  馬番          pred_score
10 202207040204  11 31.6850090026855469         レースID  馬番          pred_score
6 202207040206   7 35.1057853698730469         レースID  馬番          pred_score
7 202207040207   8 41.0516700744628906         レースID  馬番          pred_score
1 202207040208   2 31.2678642272949219         レースID  馬番          pred_score
1 202207040209   2 48.5213813781738281          レースID  馬番          pred_score
13 202207040210  14 44.3064537048339844          レースID  馬番          pred_score
10 202207040211  11 26.8212394714355469         レースID  馬番          pred_score
3 202207040212   4 36.1713714599609375         レースID  馬番          pred_score
6 202207040301   7 40.3209724426269531         レースID  馬番          pred_score
7 202207040302   8 31.6309890747070312         レースID  馬番          pred_score
2 202207040303   3 42.2981719970703125          レースID  馬番          pred_score
12 202207040304  13 44.9911727905273438         レースID  馬番          pred_score
3 202207040306   4 27.6092796325683594          レースID  馬番          pred_score
15 202207040307  16 27.1458454132080078         レースID  馬番          pred_score
4 202207040308   5 44.4354286193847656         レースID  馬番          pred_score
2 202207040309   3 47.8316192626953125         レースID  馬番          pred_score
9 202207040310  10 27.4637012481689453         レースID  馬番         pred_score
5 202207040311   6 36.158966064453125         レースID  馬番          pred_score
2 202207040312   3 39.9100990295410156         レースID  馬番       pred_score
0 202207040401   1 64.9085693359375         レースID  馬番          pred_score
9 202207040402  10 39.5040817260742188          レースID  馬番          pred_score
12 202207040403  13 27.0626544952392578          レースID  馬番          pred_score
10 202207040404  11 35.7709846496582031         レースID  馬番          pred_score
2 202207040406   3 48.8170356750488281         レースID  馬番          pred_score
7 202207040407   8 31.9845447540283203         レースID  馬番          pred_score
6 202207040408   7 42.1720199584960938         レースID  馬番         pred_score
4 202207040409   5 27.635772705078125         レースID  馬番          pred_score
9 202207040410  10 44.0065345764160156         レースID  馬番          pred_score
8 202207040411   9 40.4433441162109375         レースID  馬番          pred_score
0 202207040412   1 27.5934486389160156         レースID  馬番          pred_score
0 202207050101   1 30.3634529113769531         レースID  馬番          pred_score
0 202207050102   1 43.4676551818847656         レースID  馬番         pred_score
9 202207050104  10 41.643341064453125         レースID  馬番          pred_score
6 202207050106   7 39.4372024536132812          レースID  馬番          pred_score
10 202207050107  11 26.9100742340087891         レースID  馬番       pred_score
6 202207050108   7 44.6400146484375         レースID  馬番          pred_score
8 202207050109   9 40.3803215026855469   

フィールド適性スコア  馬場適性スコア  距離適性スコア   距離  フィールド  馬場                  間隔               1クラス差               1ペース差      1後3F_diff_rank       1後3F_diff_rel         1後3F_diff_z      1タイム_diff_rank       1タイム_diff_rel         1タイム_diff_z   1スピード指数_diff_rank    1スピード指数_diff_rel      1スピード指数_diff_z      1馬体重_diff_rank       1馬体重_diff_rel         1馬体重_diff_z  1コーナー通過順_diff_rank   1コーナー通過順_diff_rel     1コーナー通過順_diff_z       1馬番_diff_rank        1馬番_diff_rel          1馬番_diff_z       1斤量_diff_rank        1斤量_diff_rel          1斤量_diff_z      2後3F_diff_rank  2後3F_diff_rel  2後3F_diff_z      2タイム_diff_rank  2タイム_diff_rel  2タイム_diff_z   2スピード指数_diff_rank  2スピード指数_diff_rel  2スピード指数_diff_z      2馬体重_diff_rank  2馬体重_diff_rel  2馬体重_diff_z  2コーナー通過順_diff_rank  2コーナー通過順_diff_rel  2コーナー通過順_diff_z       2馬番_diff_rank  2馬番_diff_rel  2馬番_diff_z       2斤量_diff_rank  2斤量_diff_rel  2斤量_diff_z  3後3F_diff_rank  3後3F_diff_rel  3後3F_diff_z  3タイム_diff_rank  3タイム_diff_rel  3タイム_diff_z  3スピード指数_diff_rank  3スピード指数_diff_rel  3スピード指数_diff_z  3馬体重_diff_rank  3馬体重_diff_rel  3馬体重_diff_z  3コーナー通過順_diff_rank  3コーナー通過順_diff_rel  3コーナー通過順_diff_z  3馬番_diff_rank  3馬番_diff_rel  3馬番_diff_z  3斤量_diff_rank  3斤量_diff_rel  3斤量_diff_z  4後3F_diff_rank  4後3F_diff_rel  4後3F_diff_z  4タイム_diff_rank  4タイム_diff_rel  4タイム_diff_z  4スピード指数_diff_rank  4スピード指数_diff_rel  4スピード指数_diff_z  4馬体重_diff_rank  4馬体重_diff_rel  4馬体重_diff_z  4コーナー通過順_diff_rank  4コーナー通過順_diff_rel  4コーナー通過順_diff_z  4馬番_diff_rank  4馬番_diff_rel  4馬番_diff_z  4斤量_diff_rank  4斤量_diff_rel  4斤量_diff_z  5後3F_diff_rank  5後3F_diff_rel  5後3F_diff_z  5タイム_diff_rank  5タイム_diff_rel  5タイム_diff_z  5スピード指数_diff_rank  5スピード指数_diff_rel  5スピード指数_diff_z  5馬体重_diff_rank  5馬体重_diff_rel  5馬体重_diff_z  5コーナー通過順_diff_rank  5コーナー通過順_diff_rel  5コーナー通過順_diff_z  5馬番_diff_rank  5馬番_diff_rel  5馬番_diff_z  5斤量_diff_rank  5斤量_diff_rel  5斤量_diff_z   1_past_score_rank    1_past_score_rel      1_past_score_z   2_past_score_rank  2_past_score_rel  2_past_score_z  3_past_score_rank  3_past_score_rel  3_past_score_z  4_past_score_rank  4_past_score_rel  4_past_score_z  5_past_score_rank  5_past_score_rel  5_past_score_z  past_score_mean_rank  past_score_mean_rel   past_score_mean_z  past_score_max_rank  past_score_max_rel    past_score_max_z  past_score_min_rank  past_score_min_rel    past_score_min_z  past_score_sum_rank  past_score_sum_rel    past_score_sum_z  past_score_ewm_rank  past_score_ewm_rel  past_score_ewm_z
0       -9999    -9999    -9999 2000      0   1 -0.1214031059872532  3.6978530762095185               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999               -9999               -9999               -9999               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999                 -9999                -9999               -9999                -9999               -9999               -9999                -9999               -9999               -9999  -0.4442282910338641 -0.5056924416690631 -0.6694452241093001                -9999               -9999             -9999
1       -9999    -9999    -9999 2000      0   1   0.231701035254418 -0.5964279155176643 -1.0494402895710149  -0.102959906970473 -0.5746764044303891 -1.7069761450098895 -0.5665547178065415 -0.2767421810034411 -0.4966456264479683 -1.2725284984323215  0.3516451152153386  0.8586951798269735 -1.0434083839454711  0.6666180355390288  0.4165418721205516 -1.2666276385070789  0.3919047348793566  0.4128843597668108 -0.5679349549770185 -0.0998852410937044 -0.1408827487407161 -0.8854552484595112  0.4660342932589801  0.4031827247691318               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -0.8176772066288472 -0.0016632578539336  -0.001244652945391               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -0.8724897668389346   0.0175319109806496  0.0108891075650635  -0.8724897668389346 -0.0018189050009111 -0.0012410428987812  -0.8722757388958674  0.0311965531320458  0.0236114469583274  -0.8847200332389872 -0.0891918480089826 -0.1180738562791709                -9999               -9999             -9999
2       -9999    -9999    -9999 2000      0   1 -0.4745072472289245 -0.5964279155176643 -0.7313193390790931 -1.0435928804449195  0.0455155089357817  0.1351958900389739 -0.3294558479248354 -0.2996613641038665 -0.5377767326902975 -1.5057221435134194  0.4007397397756443  0.9785811547523846 -1.2767420170585517  0.6918399169782583  0.4323019763376602 -0.5487502963552259 -0.4132784024205907 -0.4354022123294947 -0.0975304705087334 -1.2521569377153989 -1.7660998692951211 -1.1524014356065015  0.6149233744769089  0.5319919268431476               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -1.0484172664793932  0.1147758568849201  0.0858893333909318               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -1.0934882422963093   0.1607988335102153  0.0998725008564122  -1.0934882422963093  0.1255165454821733  0.0856402161587156  -1.0935594322717781  0.1516330472222456  0.1147651035825451  -1.1049659043415487 -0.0525366174017586 -0.0695489683302032                -9999               -9999             -9999
3       -9999    -9999    -9999 2000      0   1 -0.3568058668150341 -0.5964279155176643  2.5135143559385136 -0.8084346370763078  0.0167503923985485  0.0497541225347816 -1.2778513274516601  0.5661744419121634  1.0160650586865136 -0.3397539181079305 -0.4535667245779836 -1.1075813178480183 -1.5100756501716321  1.5872167080708792  0.9917856760449965   -1.50592008589103  1.9864053318969865  2.0927424976126967  -1.273541681679446  0.2779087577986543  0.3919753235722033  -1.419347622753492  0.8630718431734604  0.7466739302998435               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -1.2791573263299392   0.767649202563041  0.5744490180746588               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -1.3144867177536839   0.9640955199086271  0.5988017980965055  -1.3144867177536839   0.839485573559829  0.5727828606627632  -1.3148431256476887  0.8269196724663531  0.6258630529659538  -1.3252117754441102  0.1529890180070438  0.2025297572333734                -9999               -9999             -9999
4       -9999    -9999    -9999 2000      0   1 -0.5922086276428149 -0.1192855831035328  0.6047886529869804 -1.5139093671821426  0.5523779543163113  1.6407424835580129 -0.0923569780431292 -0.8973577077031815 -1.6104114641078793  -0.806141208270126  0.2510440691264201  0.6130337739826034 -0.3434074846062293 -3.5573052854894649 -2.2228120517680794 -0.3094578489712748 -1.1179011421035352 -1.1777451412575859 -1.0383394394453036  0.0767890113294869  0.1083067615467963   -0.08461668701854 -2.6256036873250239 -2.2715024712383318 -1.4739235408905691             -0        -9999 -1.4746929464679746             -0        -9999 -1.4709106787401327                 0           -9999 -1.4732388743037814              0        -9999 -1.4741729940135069                  0            -9999 -1.4713438765194873             0       -9999 -1.4377106927832415             0       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999  -1.509897386180485  2.4760812724877286  1.8529068367485446 -1.4715628133783296                 0           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -1.5354851932110585   2.9291050901330871  1.8192734626041531  -1.5354851932110585  2.7077921793899216  1.8475325835729579  -1.5361268190235995  2.3635841985942196  1.7889041363137441  -1.5454576465466718  1.8171765312820256  2.4056126807336429                -9999               -9999             -9999
5       -9999    -9999    -9999 2000      0   1 -0.7099100080567053 -0.5964279155176643 -0.7313193390790931  -1.278751123813531  0.2204559794216062  0.6548260812456167  -1.040752457569954  0.4373476610862566  0.7848706052982822 -0.5729475631890283 -0.3085758823939766 -0.7535228312792009 -0.5767411177193099 -0.1746058924634853 -0.1091039567677009 -0.7880427437391769 -0.3899465236231422 -0.4108213206431341  -0.332732712742876 -0.2432247289087465 -0.3430553702947357 -0.3515628741655304 -0.1295220316127245 -0.1120540835269222               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -0.1254570270772094 -1.6423645472803092 -1.2290180180683854               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -0.2094943404668109  -2.0011902774659802 -1.2429435794841628  -0.2094943404668109 -1.7960565051908772 -1.2254533196952886  -0.2084246587681353 -1.6658303573778381 -1.2608016327417604   -0.003736548828741 -0.6056873938259908 -0.8018204340996858                -9999               -9999             -9999
6       -9999    -9999    -9999 2000      0   1 -0.4745072472289245 -0.5964279155176643 -0.7313193390790931 -0.5732763937076962 -0.0435072537483544 -0.1292307178627671 -0.8036535876882478 -0.2232640871024559 -0.4006730452158798 -1.0393348533512239  0.3325377814613772   0.812036276620471 -1.2767420170585517  0.6918399169782583  0.4323019763376602 -0.5487502963552259 -0.4132784024205907 -0.4354022123294947 -1.5087439239135887  1.2412834549741691  1.7507634079701482 -1.1524014356065015  0.6149233744769089  0.5319919268431476               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -0.5869371467783013 -0.2716437474397925 -0.2032770742963086               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999     -0.65149129138156  -0.3146526300366898 -0.1954314243256949    -0.65149129138156 -0.2970640839097443 -0.2026874804535993  -0.6509920455199567 -0.2480524235662172 -0.1877411461813704  -0.6644741621364256 -0.1741821635693145 -0.2305856443921537                -9999               -9999             -9999
7       -9999    -9999    -9999 2000      0   1  0.3494024156683084 -0.5964279155176643 -1.4948096202597061 -0.3381181503390846  -0.216916176893504 -0.6443117145047285 -1.5149501973333663  0.6935032369145252  1.2445712044772292 -0.1065602730268328 -0.5738240986068199 -1.4012422360552133 -0.8100747508323904  0.0943966003865253  0.0589845076949118 -1.0273351911231279 -0.0439055962084843 -0.0462559708197979 -0.8031371972111611 -0.0007143163844602 -0.0010075047585747 -0.6185090613125208  0.1961728335514901  0.1697160460099833               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -0.3561970869277554 -1.4428347793616541   -1.07970544290405               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -0.4304928159241855  -1.7556884470299099 -1.0904618653122775  -0.4304928159241855 -1.5778548043303904 -1.0765738173467674   -0.429708352144046 -1.4594506904708082 -1.1046009608974392  -0.2239824199313026   -0.54287508481396 -0.7186683107565024                -9999               -9999             -9999

フィールド適性スコア  馬場適性スコア  距離適性スコア   距離  フィールド  馬場                  間隔               1クラス差               1ペース差      1後3F_diff_rank       1後3F_diff_rel         1後3F_diff_z      1タイム_diff_rank       1タイム_diff_rel         1タイム_diff_z   1スピード指数_diff_rank    1スピード指数_diff_rel      1スピード指数_diff_z      1馬体重_diff_rank       1馬体重_diff_rel         1馬体重_diff_z  1コーナー通過順_diff_rank   1コーナー通過順_diff_rel     1コーナー通過順_diff_z       1馬番_diff_rank        1馬番_diff_rel          1馬番_diff_z       1斤量_diff_rank        1斤量_diff_rel          1斤量_diff_z      2後3F_diff_rank  2後3F_diff_rel  2後3F_diff_z      2タイム_diff_rank  2タイム_diff_rel  2タイム_diff_z   2スピード指数_diff_rank  2スピード指数_diff_rel  2スピード指数_diff_z      2馬体重_diff_rank  2馬体重_diff_rel  2馬体重_diff_z  2コーナー通過順_diff_rank  2コーナー通過順_diff_rel  2コーナー通過順_diff_z       2馬番_diff_rank  2馬番_diff_rel  2馬番_diff_z       2斤量_diff_rank  2斤量_diff_rel  2斤量_diff_z  3後3F_diff_rank  3後3F_diff_rel  3後3F_diff_z  3タイム_diff_rank  3タイム_diff_rel  3タイム_diff_z  3スピード指数_diff_rank  3スピード指数_diff_rel  3スピード指数_diff_z  3馬体重_diff_rank  3馬体重_diff_rel  3馬体重_diff_z  3コーナー通過順_diff_rank  3コーナー通過順_diff_rel  3コーナー通過順_diff_z  3馬番_diff_rank  3馬番_diff_rel  3馬番_diff_z  3斤量_diff_rank  3斤量_diff_rel  3斤量_diff_z  4後3F_diff_rank  4後3F_diff_rel  4後3F_diff_z  4タイム_diff_rank  4タイム_diff_rel  4タイム_diff_z  4スピード指数_diff_rank  4スピード指数_diff_rel  4スピード指数_diff_z  4馬体重_diff_rank  4馬体重_diff_rel  4馬体重_diff_z  4コーナー通過順_diff_rank  4コーナー通過順_diff_rel  4コーナー通過順_diff_z  4馬番_diff_rank  4馬番_diff_rel  4馬番_diff_z  4斤量_diff_rank  4斤量_diff_rel  4斤量_diff_z  5後3F_diff_rank  5後3F_diff_rel  5後3F_diff_z  5タイム_diff_rank  5タイム_diff_rel  5タイム_diff_z  5スピード指数_diff_rank  5スピード指数_diff_rel  5スピード指数_diff_z  5馬体重_diff_rank  5馬体重_diff_rel  5馬体重_diff_z  5コーナー通過順_diff_rank  5コーナー通過順_diff_rel  5コーナー通過順_diff_z  5馬番_diff_rank  5馬番_diff_rel  5馬番_diff_z  5斤量_diff_rank  5斤量_diff_rel  5斤量_diff_z   1_past_score_rank    1_past_score_rel      1_past_score_z   2_past_score_rank  2_past_score_rel  2_past_score_z  3_past_score_rank  3_past_score_rel  3_past_score_z  4_past_score_rank  4_past_score_rel  4_past_score_z  5_past_score_rank  5_past_score_rel  5_past_score_z  past_score_mean_rank  past_score_mean_rel   past_score_mean_z  past_score_max_rank  past_score_max_rel    past_score_max_z  past_score_min_rank  past_score_min_rel    past_score_min_z  past_score_sum_rank  past_score_sum_rel    past_score_sum_z  past_score_ewm_rank  past_score_ewm_rel  past_score_ewm_z
491       -9999    -9999    -9999 2000      0   1 -0.1214031059872532  3.6978530762095194               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999               -9999               -9999               -9999               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999                 -9999                -9999               -9999                -9999               -9999               -9999                -9999               -9999               -9999  -0.4442282910338641 -0.5056924416690631    -0.6694452241093                -9999               -9999             -9999
495       -9999    -9999    -9999 2000      0   1   0.231701035254418 -0.5964279155176643 -1.0494402895710149 -0.1029599069704729 -0.5746764044303891 -1.7069761450098897 -0.5665547178065415 -0.2767421810034504 -0.4966456264479842 -1.2725284984323215  0.3516451152153383   0.858695179826973 -1.0434083839454711  0.6666180355390288  0.4165418721205516 -1.2666276385070789  0.3919047348793567  0.4128843597668108 -0.5679349549770185 -0.0998852410937044  -0.140882748740716 -0.8854552484595112  0.4660342932589808  0.4031827247691326               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -0.8176772066288472 -0.0016632578539334 -0.0012446529453907               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -0.8724897668389346   0.0175319109806499  0.0108891075650636  -0.8724897668389346 -0.0018189050009109  -0.001241042898781  -0.8722757388958674  0.0311965531320459  0.0236114469583274  -0.8847200332389872 -0.0891918480089824 -0.1180738562791706                -9999               -9999             -9999
490       -9999    -9999    -9999 2000      0   1 -0.4745072472289245 -0.5964279155176643 -0.7313193390790931 -1.0435928804449195  0.0455155089357816  0.1351958900389739 -0.3294558479248354 -0.2996613641038649 -0.5377767326902939 -1.5057221435134194  0.4007397397756445  0.9785811547523856 -1.2767420170585515  0.6918399169782583  0.4323019763376602 -0.5487502963552259 -0.4132784024205906 -0.4354022123294946 -0.0975304705087334 -1.2521569377153989 -1.7660998692951211 -1.1524014356065015  0.6149233744769096  0.5319919268431484               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -1.0484172664793932    0.11477585688492  0.0858893333909316               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -1.0934882422963093   0.1607988335102152  0.0998725008564121  -1.0934882422963093  0.1255165454821731  0.0856402161587154  -1.0935594322717781  0.1516330472222454  0.1147651035825448  -1.1049659043415487 -0.0525366174017585 -0.0695489683302031                -9999               -9999             -9999
493       -9999    -9999    -9999 2000      0   1  -0.356805866815034 -0.5964279155176643  2.5135143559385136 -0.8084346370763078  0.0167503923985484  0.0497541225347815 -1.2778513274516601  0.5661744419121649   1.016065058686515 -0.3397539181079305 -0.4535667245779833 -1.1075813178480185 -1.5100756501716319  1.5872167080708792  0.9917856760449968   -1.50592008589103   1.986405331896987  2.0927424976126972  -1.273541681679446  0.2779087577986542  0.3919753235722033  -1.419347622753492   0.863071843173456  0.7466739302998401               -9999          -9999        -9999               -9999          -9999        -9999               -9999             -9999           -9999               -9999          -9999        -9999               -9999              -9999            -9999               -9999         -9999       -9999               -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999           -9999          -9999        -9999           -9999          -9999        -9999              -9999             -9999           -9999           -9999          -9999        -9999               -9999              -9999            -9999          -9999         -9999       -9999          -9999         -9999       -9999 -1.2791573263299392  0.7676492025630406  0.5744490180746584               -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999              -9999             -9999           -9999   -1.3144867177536841   0.9640955199086266  0.5988017980965054  -1.3144867177536841  0.8394855735598284  0.5727828606627628  -1.3148431256476889  0.8269196724663526  0.6258630529659535  -1.3252117754441102  0.1529890180070437  0.2025297572333732                -9999               -9999             -9999
